seam0原始点:
-1386.53	352.081	-101.183	96.339	138.121	68.529	0	0
-1385.37	353.131	-101.197	96.336	138.118	68.437	0	0
-1384.29	354.067	-101.305	96.332	138.118	68.355	0	0
-1383.22	355.02	-101.274	96.328	138.119	68.269	0	0
-1382.35	355.792	-101.295	96.331	138.121	68.2	0	0
-1381.3	356.62	-101.296	96.337	138.121	68.116	0	0
-1380.17	357.362	-101.41	96.342	138.12	68.033	0	0
-1378.94	358.009	-101.43	96.341	138.119	67.949	0	0
-1378.09	358.683	-101.397	96.331	138.118	67.882	0	0
-1377.34	359.474	-101.341	96.326	138.118	67.821	0	0
-1376.57	360.138	-101.322	96.324	138.12	67.762	0	0
-1375.13	360.118	-101.403	96.329	138.121	67.679	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
0	0	0	96.317	138.119	66.346	0	0
-1357.8	373.94	-102.009	96.317	138.119	66.346	0	0
-1356.98	374.854	-101.99	96.319	138.122	66.275	0	0
seam1原始点:
seam2原始点:
current object:cad/大椎体UP.info;current seam:seam4_03
model0 RMS:2.05897e-13
seam0有效原始点:
第0段
0	-1386.53	352.081	-101.183
1	-1385.37	353.131	-101.197
2	-1384.29	354.067	-101.305
3	-1383.22	355.02	-101.274
4	-1382.35	355.792	-101.295
5	-1381.3	356.62	-101.296
6	-1380.17	357.362	-101.41
7	-1378.94	358.009	-101.43
8	-1378.09	358.683	-101.397
9	-1377.34	359.474	-101.341
10	-1376.57	360.138	-101.322
28	-1357.8	373.94	-102.009
29	-1356.98	374.854	-101.99
seam0踢点次序:
seam0第0段
第0遍
11	
seam1.size=0
seam2.size=0
两端均无任何限制
吐出的seam0:
-1386.37	352.545	-101.178	96.339	138.121	68.529
-1385.57	353.147	-101.2	96.336	138.118	68.437
-1384.77	353.75	-101.222	96.332	138.118	68.355
-1383.98	354.353	-101.244	96.332	138.118	68.355
-1383.18	354.956	-101.266	96.328	138.119	68.269
-1382.38	355.559	-101.288	96.331	138.121	68.2
-1381.58	356.162	-101.31	96.337	138.121	68.116
-1380.79	356.765	-101.332	96.337	138.121	68.116
-1379.99	357.368	-101.354	96.342	138.12	68.033
-1379.19	357.97	-101.376	96.341	138.119	67.949
-1378.4	358.573	-101.397	96.331	138.118	67.882
-1377.6	359.176	-101.419	96.326	138.118	67.821
-1376.8	359.779	-101.441	96.324	138.12	67.762
-1376.01	360.382	-101.463	96.324	138.12	67.762
-1375.21	360.985	-101.485	96.329	138.121	67.679
-1374.41	361.588	-101.507	96.329	138.121	67.679
-1373.61	362.191	-101.529	96.329	138.121	67.679
-1372.82	362.793	-101.551	96.329	138.121	67.679
-1372.02	363.396	-101.573	96.329	138.121	67.679
-1371.22	363.999	-101.595	96.329	138.121	67.679
-1370.43	364.602	-101.617	96.329	138.121	67.679
-1369.63	365.205	-101.639	96.329	138.121	67.679
-1368.83	365.808	-101.661	96.329	138.121	67.679
-1368.03	366.411	-101.683	96.329	138.121	67.679
-1367.24	367.014	-101.705	96.329	138.121	67.679
-1366.44	367.616	-101.727	96.317	138.119	66.346
-1365.64	368.219	-101.749	96.317	138.119	66.346
-1364.85	368.822	-101.771	96.317	138.119	66.346
-1364.05	369.425	-101.793	96.317	138.119	66.346
-1363.25	370.028	-101.815	96.317	138.119	66.346
-1362.46	370.631	-101.837	96.317	138.119	66.346
-1361.66	371.234	-101.859	96.317	138.119	66.346
-1360.86	371.836	-101.881	96.317	138.119	66.346
-1360.06	372.439	-101.903	96.317	138.119	66.346
-1359.27	373.042	-101.925	96.317	138.119	66.346
-1358.47	373.645	-101.947	96.317	138.119	66.346
-1357.67	374.248	-101.968	96.317	138.119	66.346
-1356.88	374.851	-101.99	96.319	138.122	66.275
-1356.08	375.454	-102.012	96.319	138.122	66.275
-1355.28	376.057	-102.034	96.319	138.122	66.275
-1354.49	376.659	-102.056	96.319	138.122	66.275
-1353.69	377.262	-102.078	96.319	138.122	66.275
-1352.89	377.865	-102.1	96.319	138.122	66.275
-1352.09	378.468	-102.122	96.319	138.122	66.275
-1351.3	379.071	-102.144	96.319	138.122	66.275
-1350.5	379.674	-102.166	96.319	138.122	66.275
-1349.7	380.277	-102.188	96.319	138.122	66.275
-1348.91	380.88	-102.21	96.319	138.122	66.275
-1348.11	381.482	-102.232	96.319	138.122	66.275
-1347.31	382.085	-102.254	96.319	138.122	66.275
-1346.52	382.688	-102.276	96.319	138.122	66.275
-1345.72	383.291	-102.298	96.319	138.122	66.275
-1344.92	383.894	-102.32	96.319	138.122	66.275
-1344.12	384.497	-102.342	96.319	138.122	66.275
-1343.33	385.1	-102.364	96.319	138.122	66.275
-1342.53	385.703	-102.386	96.319	138.122	66.275
-1341.73	386.305	-102.408	96.319	138.122	66.275
-1340.94	386.908	-102.43	96.319	138.122	66.275
-1340.14	387.511	-102.452	96.319	138.122	66.275
-1339.34	388.114	-102.474	96.319	138.122	66.275
-1338.54	388.717	-102.496	96.319	138.122	66.275
-1337.75	389.32	-102.517	96.319	138.122	66.275
-1336.95	389.923	-102.539	96.319	138.122	66.275
-1336.15	390.526	-102.561	96.319	138.122	66.275
-1335.36	391.128	-102.583	96.319	138.122	66.275
-1334.56	391.731	-102.605	96.319	138.122	66.275
-1333.76	392.334	-102.627	96.319	138.122	66.275
-1332.97	392.937	-102.649	96.319	138.122	66.275
-1332.17	393.54	-102.671	96.319	138.122	66.275
-1331.37	394.143	-102.693	96.319	138.122	66.275
-1330.57	394.746	-102.715	96.319	138.122	66.275
-1329.78	395.349	-102.737	96.319	138.122	66.275
-1328.98	395.951	-102.759	96.319	138.122	66.275
-1328.18	396.554	-102.781	96.319	138.122	66.275
-1327.39	397.157	-102.803	96.319	138.122	66.275
-1326.59	397.76	-102.825	96.319	138.122	66.275
-1325.79	398.363	-102.847	96.319	138.122	66.275
-1325	398.966	-102.869	96.319	138.122	66.275
-1324.2	399.569	-102.891	96.319	138.122	66.275
-1323.4	400.172	-102.913	96.319	138.122	66.275
-1322.6	400.774	-102.935	96.319	138.122	66.275
-1321.81	401.377	-102.957	96.319	138.122	66.275
-1321.01	401.98	-102.979	96.319	138.122	66.275
-1320.21	402.583	-103.001	96.319	138.122	66.275
-1319.42	403.186	-103.023	96.319	138.122	66.275
-1318.62	403.789	-103.045	96.319	138.122	66.275
-1317.82	404.392	-103.067	96.319	138.122	66.275
-1317.03	404.995	-103.088	96.319	138.122	66.275
-1316.23	405.597	-103.11	96.319	138.122	66.275
-1315.43	406.2	-103.132	96.319	138.122	66.275
-1314.63	406.803	-103.154	96.319	138.122	66.275
-1313.84	407.406	-103.176	96.319	138.122	66.275
-1313.04	408.009	-103.198	96.319	138.122	66.275
-1312.24	408.612	-103.22	96.319	138.122	66.275
-1311.45	409.215	-103.242	96.319	138.122	66.275
-1310.65	409.818	-103.264	96.319	138.122	66.275
-1309.85	410.42	-103.286	96.319	138.122	66.275
-1309.05	411.023	-103.308	96.319	138.122	66.275
